cstheory,55,93,116,68,46,73,85,467,599,32.3088235294118,491,295,196,147,316,197
cstheory,56,96,116,67,42,79,80,605,791,30.3432835820896,450,258,192,136,398,189
cstheory,57,100,102,68,35,86,68,509,606,28.8676470588235,470,259,211,140,367,199
cstheory,58,99,111,68,38,88,68,535,603,31.7647058823529,564,370,194,146,297,198
cstheory,59,76,85,52,30,70,64,311,483,31.8269230769231,366,206,160,120,244,175
cstheory,60,86,86,55,31,79,58,458,390,27.5272727272727,401,223,178,128,278,176
cstheory,61,110,102,71,48,80,68,477,558,31.5070422535211,556,328,228,124,342,179
cstheory,62,73,98,56,35,65,67,431,544,32.7321428571429,518,288,230,143,308,186
cstheory,63,83,92,48,27,61,64,422,507,26.8333333333333,332,227,105,106,307,156
cstheory,64,78,86,47,29,64,61,545,594,28.8510638297872,499,372,127,126,471,168
cstheory,65,69,96,49,34,61,58,261,471,28.8367346938776,410,228,182,124,214,166
cstheory,66,59,81,42,22,51,59,290,320,31.8095238095238,302,178,124,107,191,146
cstheory,67,80,74,54,32,72,56,332,338,28.5925925925926,394,255,139,120,272,156
cstheory,68,56,62,39,23,53,40,287,328,31.1538461538462,243,113,130,87,133,127
cstheory,69,69,63,43,23,63,43,294,301,24.8604651162791,326,220,106,110,222,148
cstheory,70,70,79,49,32,60,57,361,471,21.8163265306122,353,193,160,113,382,155
cstheory,71,60,52,37,19,51,35,260,246,31.4324324324324,254,173,81,88,135,116
cstheory,72,59,72,40,22,52,53,237,319,30.2,264,148,116,100,122,147
cstheory,73,71,89,53,28,63,52,276,366,31.0566037735849,302,180,122,109,120,151
cstheory,74,53,60,36,20,46,46,229,310,27.6388888888889,273,165,108,107,145,140
cstheory,75,66,49,39,17,56,41,299,222,30.8461538461538,261,184,77,102,220,133
cstheory,76,55,60,33,17,48,41,281,299,25,275,161,114,76,135,112
cstheory,77,45,47,28,18,44,36,291,295,26.4642857142857,255,152,103,89,150,118
cstheory,78,42,49,26,14,38,39,190,210,27.8076923076923,271,161,110,83,167,107
cstheory,79,62,77,39,25,49,56,313,392,27.5897435897436,386,182,204,118,242,155
cstheory,80,83,88,51,31,66,56,455,435,31.2941176470588,434,253,181,131,319,167
cstheory,81,77,75,44,27,59,47,503,466,31.0227272727273,497,265,232,106,331,135
cstheory,82,71,59,42,20,63,42,303,278,31.1190476190476,383,280,103,109,218,156
cstheory,83,74,66,44,25,62,42,370,317,28.1136363636364,351,238,113,113,210,141
cstheory,84,74,60,39,27,61,45,219,269,21.5641025641026,344,225,119,121,170,159
cstheory,85,66,55,34,23,51,41,173,196,28.8235294117647,371,206,165,97,174,128
